,b'\x83{\x81[\x83\x8a\x83\x93\x83O',b'PL\x8b\xe6\x95\xaa',recoords
17660,81678,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559848.489735952, 4237422.655045373]]"
17661,81682,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15560383.750679601, 4237359.571834664]]"
17662,81685,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560266.86637266, 4237526.017057969]]"
17663,81686,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560150.29122647, 4237692.4646667605]]"
17664,81687,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560039.591359863, 4237864.995332036]]"
17665,81689,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559384.659780588, 4237612.66321882]]"
17666,81690,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559662.958820434, 4237650.664021084]]"
17667,81692,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553015.323939921, 4237688.305901234]]"
17668,81694,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552829.791771676, 4237802.312937868]]"
17669,81717,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15553177.975689536, 4237930.760619977]]"
17670,81718,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552936.782097854, 4237751.769597837]]"
17671,81729,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551895.633379404, 4237611.545355221]]"
17672,81730,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526532.05636301, 4237447.761376731]]"
17673,81731,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526577.51176577, 4237421.920673093]]"
17674,81732,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526677.699346965, 4237430.281055607]]"
17675,81733,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526972.383716963, 4236713.985263538]]"
17676,81734,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526618.636746442, 4237128.936727869]]"
17677,81735,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526759.022360273, 4236961.358305977]]"
17678,81736,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525776.62980378, 4237572.024275312]]"
17679,81737,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525727.154303834, 4237527.94247938]]"
17680,81738,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525725.916937798, 4237435.979465377]]"
17681,81739,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526052.762020528, 4237066.61576841]]"
17682,81740,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524785.574433208, 4237155.533310039]]"
17683,81741,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524087.352727378, 4237150.212492102]]"
17684,81742,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524119.820801178, 4237110.31242348]]"
17685,81744,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524273.194205293, 4237024.053093776]]"
17686,81745,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524310.300945684, 4237059.7728519915]]"
17687,81746,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524426.56824302, 4237085.232935777]]"
17688,81747,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524878.34315476, 4237750.251600611]]"
17689,81748,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524833.814934554, 4237657.52659661]]"
17690,81749,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524368.434310477, 4236990.233516703]]"
17691,81750,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524785.267055105, 4237624.464905771]]"
17692,81752,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524882.98052256, 4237499.06001303]]"
17693,81753,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524057.049049612, 4237152.112400291]]"
17694,81754,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523664.031653153, 4237871.857566244]]"
17695,81755,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523339.036343418, 4236948.81290568]]"
17696,81756,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523673.926664064, 4237865.017160389]]"
17697,81757,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523722.473083828, 4237529.839555985]]"
17698,81784,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527011.958257744, 4235522.035052099]]"
17699,81786,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527040.09744747, 4235556.610161922]]"
17700,81789,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527105.348495096, 4236670.287329911]]"
17701,81790,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526934.96700107, 4236511.074724447]]"
17702,81793,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525404.014172219, 4236547.54930822]]"
17703,81795,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525875.572948655, 4235848.789509674]]"
17704,81796,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525869.078849984, 4235732.143632513]]"
17705,81797,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525810.017659733, 4235738.982590042]]"
17706,81798,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525951.641273052, 4235841.950527098]]"
17707,81799,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525914.84377119, 4235776.9781549]]"
17708,81800,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525794.556820298, 4235765.199377804]]"
17709,81801,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15525309.083080314, 4236484.09261344]]"
17710,81802,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525795.175101418, 4235740.502429291]]"
17711,81803,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525946.075469468, 4235880.326056711]]"
17712,81804,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525838.775892518, 4235890.964598205]]"
17713,81805,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525408.961668985, 4236525.130529373]]"
17714,81806,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524909.256520981, 4235521.649788652]]"
17715,81812,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524228.971585115, 4236053.584576711]]"
17716,81815,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524321.738692055, 4236205.570938497]]"
17717,81817,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525161.274325652, 4236195.312851119]]"
17718,81818,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524972.956514679, 4235651.971713365]]"
17719,81819,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525286.50973398, 4236441.535092718]]"
17720,81821,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524826.385740332, 4235667.169440697]]"
17721,81822,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525304.444903525, 4236504.611461007]]"
17722,81823,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524809.069019724, 4235568.382982105]]"
17723,81830,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526579.043629108, 4234534.224091218]]"
17724,81831,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526549.359142866, 4234651.236929744]]"
17725,81832,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526560.79937473, 4234477.617613305]]"
17726,81833,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526565.74781133, 4234657.315507513]]"
17727,81834,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526554.615675522, 4234624.263010965]]"
17728,81835,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526595.432468174, 4234561.957634226]]"
17729,81836,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526611.202704605, 4234542.202251936]]"
17730,81837,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526665.630234104, 4235414.890540793]]"
17731,81838,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526657.277227458, 4234659.595272195]]"
17732,81839,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526750.044356916, 4234811.56218751]]"
17733,81840,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526688.201995337, 4235153.494851869]]"
17734,81841,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526657.28110904, 4235381.455871303]]"
17735,81843,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525404.008584235, 4235293.687120289]]"
17736,81846,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15525545.011874773, 4235026.975662029]]"
17737,81847,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526532.041674558, 4234452.923566203]]"
17738,81848,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526477.619650496, 4234610.206082923]]"
17739,81849,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526509.160270015, 4234628.441998015]]"
17740,81850,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526482.257654961, 4234552.459524065]]"
17741,81851,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525477.292416545, 4235021.276470713]]"
17742,81852,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526289.30206162, 4234232.959123063]]"
17743,81853,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526369.390195986, 4234223.081971004]]"
17744,81854,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525592.013100544, 4234976.065605183]]"
17745,81855,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525373.395875538, 4235310.784105717]]"
17746,81856,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525405.863964995, 4235297.10644922]]"
17747,81857,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525961.528934177, 4234411.5125063]]"
17748,81863,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15524152.588265495, 4234849.548986741]]"
17749,81864,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15524183.510566154, 4234887.541123455]]"
17750,81865,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15524121.667344905, 4235077.503826426]]"
17751,81866,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15524059.82317238, 4235115.496705791]]"
17752,81878,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526348.980773976, 4234082.900002869]]"
17753,81879,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526445.149009442, 4234165.337612499]]"
17754,81902,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525496.758631635, 4232445.296888905]]"
17755,81904,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525527.68176449, 4232635.217304462]]"
17756,81907,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525655.3905453, 4232721.8222190095]]"
17757,81908,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525684.767012311, 4232803.869527726]]"
17758,81909,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525570.972868059, 4232665.604932446]]"
17759,81910,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525581.177968934, 4232792.8537521325]]"
17760,81911,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525626.015072118, 4232803.109808851]]"
17761,82144,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563807.257031672, 4256098.194137861]]"
17762,82145,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15557196.781210788, 4267693.505987982]]"
17763,82146,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559642.98989866, 4260469.7987362705]]"
17764,82147,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554784.479130559, 4257963.977136515]]"
17765,82148,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554660.784218114, 4257015.636474086]]"
17766,82149,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554627.388930263, 4257128.702225483]]"
17767,82150,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554610.691887377, 4257270.321424292]]"
17768,82151,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554654.911303708, 4257387.9580770135]]"
17769,82152,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554618.113620965, 4257332.75623977]]"
17770,82153,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554652.747657975, 4257526.915731631]]"
17771,82154,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15557336.24215631, 4268047.138101639]]"
17772,82155,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559738.562954664, 4264503.331031733]]"
17773,82156,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559220.636459462, 4267906.140474778]]"
17774,82158,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15563818.432932753, 4264334.566267178]]"
17775,82159,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15563923.259869799, 4264494.183622189]]"
17776,82161,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562644.267381856, 4255113.4763146825]]"
17777,82162,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15570778.080850272, 4263565.833986156]]"
17778,82163,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15570575.231868971, 4263646.970309993]]"
17779,82165,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569511.754318237, 4251496.603272374]]"
17780,82166,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15568360.255932325, 4258641.663396007]]"
17781,82167,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563727.167611806, 4255921.9506254215]]"
17782,82168,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560056.72882518, 4260488.0771731455]]"
17783,82169,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561073.449078787, 4260280.916101426]]"
17784,82170,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15561468.32531747, 4260259.971268489]]"
17785,82171,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560225.563292151, 4260362.790637077]]"
17786,82172,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560809.992637137, 4260370.786787299]]"
17787,82173,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559872.432861656, 4260520.446453734]]"
17788,82174,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561264.857303832, 4260263.018051677]]"
17789,82175,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551433.75685363, 4259081.463538275]]"
17790,82176,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552442.439737922, 4259145.048922029]]"
17791,82177,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554176.249044245, 4259380.360860058]]"
17792,82178,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554770.573347725, 4259341.521090884]]"
17793,82179,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556524.177423676, 4260320.525754943]]"
17794,82180,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15558243.451545501, 4260421.056637549]]"
17795,82181,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559032.58674824, 4260600.418410488]]"
17796,82182,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560646.414383994, 4260400.49002145]]"
17797,82183,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563657.050199393, 4270783.216635859]]"
17798,82184,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563682.092555787, 4269791.835967247]]"
17799,82185,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563458.536430245, 4271825.386798083]]"
17800,82186,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563504.918414392, 4271618.774530918]]"
17801,82187,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563623.967463942, 4271425.88905486]]"
17802,82188,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563626.130021414, 4271114.077710638]]"
17803,82189,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563704.050273132, 4270444.741988768]]"
17804,82190,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563687.351274148, 4270220.241638873]]"
17805,82191,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563703.429922061, 4270039.577371934]]"
17806,82192,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556565.867158737, 4250950.250468426]]"
17807,82193,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556649.667781835, 4251275.565140084]]"
17808,82194,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556499.383261068, 4250677.069877429]]"
17809,82195,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566662.941374592, 4259647.266660689]]"
17810,82196,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560890.370826596, 4256970.323419526]]"
17811,82197,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560921.292526998, 4256901.418849676]]"
17812,82201,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556234.3811035, 4250902.691529931]]"
17813,82202,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556385.28076056, 4250766.861369113]]"
17814,82203,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556522.265709665, 4250674.026053444]]"
17815,82208,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555035.013719985, 4267502.976211037]]"
17816,82209,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555650.052206222, 4267086.870960574]]"
17817,82210,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556060.697961725, 4267041.145974496]]"
17818,82211,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556311.478411648, 4267350.554835304]]"
17819,82212,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556529.78948415, 4267471.729744372]]"
17820,82213,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556788.298372868, 4267442.769599667]]"
17821,82214,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563071.010077216, 4257988.710529495]]"
17822,82215,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15544292.97802851, 4271596.665909717]]"
17823,82216,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15544899.676435215, 4271993.881382417]]"
17824,82217,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545237.65708085, 4271966.052411492]]"
17825,82218,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545440.816519001, 4271934.030266188]]"
17826,82219,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551746.003337415, 4244655.899062098]]"
17827,82220,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551805.374266969, 4244745.640809335]]"
17828,82221,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551833.822502896, 4244716.740704868]]"
17829,82222,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553607.497899232, 4240448.733067417]]"
17830,82223,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553606.879540972, 4240484.463939707]]"
17831,82224,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559137.72848428, 4261644.664333366]]"
17832,82225,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559582.064663658, 4259034.616611995]]"
17833,82226,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559594.124195006, 4259026.620672687]]"
17834,82227,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559603.710258406, 4259043.754902063]]"
17835,82228,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559584.538523776, 4259061.650696423]]"
17836,82229,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15569450.83669394, 4251385.878804885]]"
17837,82230,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561631.5346375, 4249872.01245342]]"
17838,82231,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561787.69225958, 4249970.547061338]]"
17839,82232,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561716.569788778, 4249731.63002412]]"
17840,82233,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561864.069264432, 4249845.380989827]]"
17841,82234,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561801.91422836, 4249601.521027395]]"
17842,82235,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561956.835013669, 4249694.727134068]]"
17843,82236,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562009.090990528, 4249276.255220775]]"
17844,82237,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562102.79045357, 4250173.706274877]]"
17845,82238,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562275.646110514, 4250279.472289325]]"
17846,82239,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562194.319110384, 4250008.971249305]]"
17847,82240,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562376.142274136, 4250115.116106405]]"
17848,82241,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562273.169984834, 4249884.94605473]]"
17849,82242,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562415.72188353, 4249983.480898892]]"
17850,82243,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561899.630372167, 4249950.383244243]]"
17851,82244,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15561789.237298971, 4249800.489216009]]"
17852,82245,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561760.478949782, 4249663.531889809]]"
17853,82246,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561839.021598589, 4249713.36871447]]"
17854,82247,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561912.616679726, 4249761.684088761]]"
17855,82248,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561878.91076624, 4249649.075070311]]"
17856,82249,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562183.18844993, 4250223.925959333]]"
17857,82250,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562056.715578195, 4250029.135254313]]"
17858,82251,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562186.589246625, 4250114.355601306]]"
17859,82252,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15562288.942025593, 4250179.0321812425]]"
17860,82253,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562072.79455158, 4249926.034367006]]"
17861,82254,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562285.849191573, 4250062.994746577]]"
17862,82255,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562071.247839576, 4249835.869523875]]"
17863,82256,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562168.962334566, 4249903.588076951]]"
17864,82257,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562274.716736175, 4249985.7638226645]]"
17865,82258,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562373.977319246, 4250051.961424286]]"
17866,82259,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562197.71960811, 4249839.293149548]]"
17867,82260,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551344.449699957, 4266432.640748124]]"
17868,82261,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551259.723329455, 4266472.647591769]]"
17869,82262,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547545.3877839, 4271985.491464987]]"
17870,82263,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547633.825320467, 4271972.149066003]]"
17871,82264,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547728.756562252, 4271950.419968671]]"
17872,82265,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552001.234165378, 4266208.985543862]]"
17873,82266,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552032.465494506, 4266213.176767183]]"
17874,82267,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552017.931871062, 4266188.030092128]]"
17875,82271,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552474.36091657, 4268769.678610134]]"
17876,82273,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15567369.245952131, 4268568.832078383]]"
17877,82274,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567414.392360179, 4268577.597096624]]"
17878,82275,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567379.140855726, 4268521.95759239]]"
17879,82276,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15567422.122692166, 4268531.484904655]]"
17880,82277,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567467.578310166, 4268538.725523466]]"
17881,82278,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15567516.744608104, 4268549.396083035]]"
17882,82279,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15567386.871096658, 4268476.226650206]]"
17883,82280,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15567431.399181066, 4268484.61060019]]"
17884,82281,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567475.308609597, 4268493.375568834]]"
17885,82282,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567524.474887516, 4268500.616216099]]"
17886,82283,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567396.456762608, 4268417.157808047]]"
17887,82284,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567440.366261713, 4268425.922864474]]"
17888,82285,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567484.584988013, 4268435.831065998]]"
