,液状化履歴,geometry
195,2011_広範囲に液状化した地域,"POLYGON ((15561421.61744606 4251141.196033481, 15561421.619089328 4251426.655790121, 15561769.493734948 4251426.655029129, 15561769.492072344 4251141.195272509, 15561421.61744606 4251141.196033481))"
196,2011_広範囲に液状化した地域,"POLYGON ((15561769.490410544 4250855.879931581, 15561769.492072344 4251141.195272509, 15562117.366698632 4251141.194511535, 15562117.365017505 4250855.879170629, 15561769.490410544 4250855.879931581))"
197,2011_広範囲に液状化した地域,"POLYGON ((15561769.492072344 4251141.195272509, 15561769.493734948 4251426.655029129, 15562117.368380567 4251426.654268134, 15562117.366698632 4251141.194511535, 15561769.492072344 4251141.195272509))"
198,2011_広範囲に液状化した地域,"POLYGON ((15562813.112511657 4250570.569672807, 15562813.114231428 4250855.877601157, 15563160.988838393 4250855.876792644, 15563160.987099303 4250570.568840539, 15562813.112511657 4250570.569672807))"
199,2011_広範囲に液状化した地域,"POLYGON ((15562465.23962447 4250855.878409668, 15562465.241324918 4251141.193750559, 15562813.115951201 4251141.192965803, 15562813.114231428 4250855.877601157, 15562465.23962447 4250855.878409668))"
200,2011_広範囲に液状化した地域,"POLYGON ((15562813.114231428 4250855.877601157, 15562813.115951201 4251141.192965803, 15563160.990577484 4251141.192181043, 15563160.988838393 4250855.876792644, 15562813.114231428 4250855.877601157))"
201,2011_広範囲に液状化した地域,"POLYGON ((15562813.115951201 4251141.192965803, 15562813.117671795 4251426.652746149, 15563160.992317412 4251426.651985157, 15563160.990577484 4251141.192181043, 15562813.115951201 4251141.192965803))"
202,2011_広範囲に液状化した地域,"POLYGON ((15564900.358200904 4250285.127079457, 15564900.3600375 4250570.564607853, 15565248.234625123 4250570.563751811, 15565248.232769193 4250285.12622344, 15564900.358200904 4250285.127079457))"
203,2011_広範囲に液状化した地域,"POLYGON ((15564552.485449858 4250570.565463903, 15564552.48726624 4250855.87346347, 15564900.361873204 4250855.872607395, 15564900.3600375 4250570.564607853, 15564552.485449858 4250570.565463903))"
204,2011_広範囲に液状化した地域,"POLYGON ((15564900.3600375 4250570.564607853, 15564900.361873204 4250855.872607395, 15565248.236480154 4250855.871751332, 15565248.234625123 4250570.563751811, 15564900.3600375 4250570.564607853))"
205,2011_広範囲に液状化した地域,"POLYGON ((15564552.48726624 4250855.87346347, 15564552.489082621 4251141.188899332, 15564900.363708908 4251141.188043239, 15564900.361873204 4250855.872607395, 15564552.48726624 4250855.87346347))"
206,2011_広範囲に液状化した地域,"POLYGON ((15564900.361873204 4250855.872607395, 15564900.363708908 4251141.188043239, 15565248.238335185 4251141.18718715, 15565248.236480154 4250855.871751332, 15564900.361873204 4250855.872607395))"
207,2011_広範囲に液状化した地域,"POLYGON ((15564552.489082621 4251141.188899332, 15564552.490899876 4251426.648750934, 15564900.365545496 4251426.64789482, 15564900.363708908 4251141.188043239, 15564552.489082621 4251141.188899332))"
208,2011_広範囲に液状化した地域,"POLYGON ((15564900.363708908 4251141.188043239, 15564900.365545496 4251426.64789482, 15565248.240191102 4251426.647038718, 15565248.238335185 4251141.18718715, 15564900.363708908 4251141.188043239))"
209,2011_広範囲に液状化した地域,"POLYGON ((15566291.856242202 4250285.12394069, 15566291.858156128 4250570.561469012, 15566639.732666468 4250570.560708072, 15566639.730733203 4250285.123179764, 15566291.856242202 4250285.12394069))"
210,2011_広範囲に液状化した地域,"POLYGON ((15566291.858156128 4250570.561469012, 15566291.860069128 4250855.869468475, 15566639.734598788 4250855.868707516, 15566639.732666468 4250570.560708072, 15566291.858156128 4250570.561469012))"
211,2011_広範囲に液状化した地域,"POLYGON ((15565248.236480154 4250855.871751332, 15565248.238335185 4251141.18718715, 15565596.112884166 4251141.1864261795, 15565596.111009812 4250855.87099038, 15565248.236480154 4250855.871751332))"
212,2011_広範囲に液状化した地域,"POLYGON ((15565596.111009812 4250855.87099038, 15565596.112884166 4251141.1864261795, 15565943.987433143 4251141.185665206, 15565943.98553947 4250855.870229426, 15565596.111009812 4250855.87099038))"
213,2011_広範囲に液状化した地域,"POLYGON ((15565943.98553947 4250855.870229426, 15565943.987433143 4251141.185665206, 15566291.86198212 4251141.1849042345, 15566291.860069128 4250855.869468475, 15565943.98553947 4250855.870229426))"
214,2011_広範囲に液状化した地域,"POLYGON ((15566291.860069128 4250855.869468475, 15566291.86198212 4251141.1849042345, 15566639.736531107 4251141.184143258, 15566639.734598788 4250855.868707516, 15566291.860069128 4250855.869468475))"
215,2011_広範囲に液状化した地域,"POLYGON ((15566291.86198212 4251141.1849042345, 15566291.863896038 4251426.644755742, 15566639.73846436 4251426.643994746, 15566639.736531107 4251141.184143258, 15566291.86198212 4251141.1849042345))"
216,2011_広範囲に液状化した地域,"POLYGON ((15566639.736531107 4251141.184143258, 15566639.73846436 4251426.643994746, 15566987.613109974 4251426.643233755, 15566987.611138063 4251141.183358502, 15566639.736531107 4251141.184143258))"
217,2011_広範囲に液状化した地域,"POLYGON ((15568379.107285714 4250855.8646649495, 15568379.10941127 4251141.1801719135, 15568726.983863613 4251141.179339602, 15568726.98169941 4250855.863856439, 15568379.107285714 4250855.8646649495))"
218,2011_広範囲に液状化した地域,"POLYGON ((15568726.983863613 4251141.179339602, 15568726.986028839 4251426.639238536, 15569074.860519854 4251426.638382425, 15569074.858315961 4251141.178507292, 15568726.983863613 4251141.179339602))"
219,2011_広範囲に液状化した地域,"POLYGON ((15570118.481402418 4251141.176105473, 15570118.483683646 4251426.63600433, 15570466.358020045 4251426.635243334, 15570466.355719477 4251141.175320716, 15570118.481402418 4251141.176105473))"
220,1923_激しい液状化が生じた地点確定可,"POLYGON ((15556899.249159925 4251711.996092932, 15556899.250551194 4251997.333560963, 15557247.125351416 4251997.332752361, 15557247.123921499 4251711.995260578, 15556899.249159925 4251711.996092932))"
221,1923_激しい液状化が生じた地点確定可,"POLYGON ((15556899.250551194 4251997.333560963, 15556899.251943136 4252282.815457594, 15557247.126782019 4252282.814672761, 15557247.125351416 4251997.332752361, 15556899.250551194 4251997.333560963))"
222,2011_広範囲に液状化した地域,"POLYGON ((15560030.120274955 4251426.658834093, 15560030.121898107 4251711.9890535725, 15560377.99662103 4251711.988292561, 15560377.994997878 4251426.658073099, 15560030.120274955 4251426.658834093))"
223,2011_広範囲に液状化した地域,"POLYGON ((15560377.994997878 4251426.658073099, 15560377.99662103 4251711.988292561, 15560725.871343948 4251711.987531547, 15560725.869720794 4251426.657312107, 15560377.994997878 4251426.658073099))"
224,2011_広範囲に液状化した地域,"POLYGON ((15560377.99662103 4251711.988292561, 15560377.99824418 4251997.325950611, 15560725.8729671 4251997.325189578, 15560725.871343948 4251711.987531547, 15560377.99662103 4251711.988292561))"
225,2011_広範囲に液状化した地域,"POLYGON ((15560725.871343948 4251711.987531547, 15560725.8729671 4251997.325189578, 15561073.74769001 4251997.324428544, 15561073.746066859 4251711.986770536, 15560725.871343948 4251711.987531547))"
226,2011_広範囲に液状化した地域,"POLYGON ((15560725.8729671 4251997.325189578, 15560725.874591028 4252282.80727631, 15561073.749313945 4252282.806515261, 15561073.74769001 4251997.324428544, 15560725.8729671 4251997.325189578))"
227,2011_広範囲に液状化した地域,"POLYGON ((15561073.746066859 4251711.986770536, 15561073.74769001 4251997.324428544, 15561421.622374281 4251997.323667514, 15561421.620731805 4251711.9860095205, 15561073.746066859 4251711.986770536))"
228,2011_広範囲に液状化した地域,"POLYGON ((15562117.368380567 4251426.654268134, 15562117.370061688 4251711.984487495, 15562465.244726628 4251711.983726482, 15562465.24302619 4251426.653507144, 15562117.368380567 4251426.654268134))"
229,2011_広範囲に液状化した地域,"POLYGON ((15561073.74769001 4251997.324428544, 15561073.749313945 4252282.806515261, 15561421.624017544 4252282.805754207, 15561421.622374281 4251997.323667514, 15561073.74769001 4251997.324428544))"
230,2011_広範囲に液状化した地域,"POLYGON ((15561769.498721138 4252282.804993157, 15561769.500382936 4252568.157534171, 15562117.375105854 4252568.1567731, 15562117.373424735 4252282.804232101, 15561769.498721138 4252282.804993157))"
231,2011_広範囲に液状化した地域,"POLYGON ((15562117.373424735 4252282.804232101, 15562117.375105854 4252568.1567731, 15562465.249828776 4252568.156012027, 15562465.24812833 4252282.803471051, 15562117.373424735 4252282.804232101))"
232,2011_広範囲に液状化した地域,"POLYGON ((15562465.244726628 4251711.983726482, 15562465.246427072 4251997.321384417, 15562813.121111332 4251997.320623381, 15562813.119391564 4251711.98296547, 15562465.244726628 4251711.983726482))"
233,2011_広範囲に液状化した地域,"POLYGON ((15562465.246427072 4251997.321384417, 15562465.24812833 4252282.803471051, 15562813.122831924 4252282.802709998, 15562813.121111332 4251997.320623381, 15562465.246427072 4251997.321384417))"
234,2011_広範囲に液状化した地域,"POLYGON ((15562465.24812833 4252282.803471051, 15562465.249828776 4252568.156012027, 15562813.124551687 4252568.155250954, 15562813.122831924 4252282.802709998, 15562465.24812833 4252282.803471051))"
235,2011_広範囲に液状化した地域,"POLYGON ((15562813.122831924 4252282.802709998, 15562813.124551687 4252568.155250954, 15563160.99927461 4252568.154489882, 15563160.997535521 4252282.801948944, 15562813.122831924 4252282.802709998))"
236,2011_広範囲に液状化した地域,"POLYGON ((15563160.995795593 4251997.319862349, 15563160.997535521 4252282.801948944, 15563508.872239117 4252282.8011878915, 15563508.870479856 4251997.319101317, 15563160.995795593 4251997.319862349))"
237,2011_広範囲に液状化した地域,"POLYGON ((15563508.870479856 4251997.319101317, 15563508.872239117 4252282.8011878915, 15563856.74694271 4252282.800426837, 15563856.745164117 4251997.31834028, 15563508.870479856 4251997.319101317))"
238,2011_広範囲に液状化した地域,"POLYGON ((15563160.997535521 4252282.801948944, 15563160.99927461 4252568.154489882, 15563508.873997532 4252568.15372881, 15563508.872239117 4252282.8011878915, 15563160.997535521 4252282.801948944))"
239,2011_広範囲に液状化した地域,"POLYGON ((15563508.872239117 4252282.8011878915, 15563508.873997532 4252568.15372881, 15563856.74872045 4252568.152967738, 15563856.74694271 4252282.800426837, 15563508.872239117 4252282.8011878915))"
240,2011_広範囲に液状化した地域,"POLYGON ((15564900.365545496 4251426.64789482, 15564900.367381204 4251711.978185352, 15565248.24204613 4251711.977353, 15565248.240191102 4251426.647038718, 15564900.365545496 4251426.64789482))"
241,2011_広範囲に液状化した地域,"POLYGON ((15564900.367381204 4251711.978185352, 15564900.369216911 4251997.315914477, 15565248.243901161 4251997.315105882, 15565248.24204613 4251711.977353, 15564900.367381204 4251711.978185352))"
242,2011_広範囲に液状化した地域,"POLYGON ((15563856.745164117 4251997.31834028, 15563856.74694271 4252282.800426837, 15564204.621646307 4252282.799642006, 15564204.619848382 4251997.31753168, 15563856.745164117 4251997.31834028))"
243,2011_広範囲に液状化した地域,"POLYGON ((15564204.619848382 4251997.31753168, 15564204.621646307 4252282.799642006, 15564552.4963499 4252282.798857174, 15564552.494532643 4251997.316723079, 15564204.619848382 4251997.31753168))"
244,2011_広範囲に液状化した地域,"POLYGON ((15563856.74694271 4252282.800426837, 15563856.74872045 4252568.152967738, 15564204.62344337 4252568.152206665, 15564204.621646307 4252282.799642006, 15563856.74694271 4252282.800426837))"
245,2011_広範囲に液状化した地域,"POLYGON ((15564204.621646307 4252282.799642006, 15564204.62344337 4252568.152206665, 15564552.498166287 4252568.151445592, 15564552.4963499 4252282.798857174, 15564204.621646307 4252282.799642006))"
246,2011_広範囲に液状化した地域,"POLYGON ((15564552.494532643 4251997.316723079, 15564552.4963499 4252282.798857174, 15564900.371053502 4252282.798072344, 15564900.369216911 4251997.315914477, 15564552.494532643 4251997.316723079))"
247,2011_広範囲に液状化した地域,"POLYGON ((15564552.4963499 4252282.798857174, 15564552.498166287 4252568.151445592, 15564900.372889206 4252568.150684521, 15564900.371053502 4252282.798072344, 15564552.4963499 4252282.798857174))"
248,2011_広範囲に液状化した地域,"POLYGON ((15565248.24204613 4251711.977353, 15565248.243901161 4251997.315105882, 15565596.118508123 4251997.3143448485, 15565596.11663377 4251711.9765919885, 15565248.24204613 4251711.977353))"
249,2011_広範囲に液状化した地域,"POLYGON ((15565596.11663377 4251711.9765919885, 15565596.118508123 4251997.3143448485, 15565943.993115086 4251997.3135838155, 15565943.991221406 4251711.975830979, 15565596.11663377 4251711.9765919885))"
250,2011_広範囲に液状化した地域,"POLYGON ((15566291.863896038 4251426.644755742, 15566291.86580904 4251711.975069962, 15566639.740396688 4251711.97430895, 15566639.73846436 4251426.643994746, 15566291.863896038 4251426.644755742))"
251,2011_広範囲に液状化した地域,"POLYGON ((15565943.991221406 4251711.975830979, 15565943.993115086 4251997.3135838155, 15566291.867722042 4251997.312822782, 15566291.86580904 4251711.975069962, 15565943.991221406 4251711.975830979))"
252,2011_広範囲に液状化した地域,"POLYGON ((15566291.86580904 4251711.975069962, 15566291.867722042 4251997.312822782, 15566639.742329013 4251997.312061749, 15566639.740396688 4251711.97430895, 15566291.86580904 4251711.975069962))"
253,2011_広範囲に液状化した地域,"POLYGON ((15565596.118508123 4251997.3143448485, 15565596.120383376 4252282.796526462, 15565943.995009672 4252282.79576541, 15565943.993115086 4251997.3135838155, 15565596.118508123 4251997.3143448485))"
254,2011_広範囲に液状化した地域,"POLYGON ((15565943.993115086 4251997.3135838155, 15565943.995009672 4252282.79576541, 15566291.869635966 4252282.795004357, 15566291.867722042 4251997.312822782, 15565943.993115086 4251997.3135838155))"
255,2011_広範囲に液状化した地域,"POLYGON ((15566291.867722042 4251997.312822782, 15566291.869635966 4252282.795004357, 15566639.744262267 4252282.794243303, 15566639.742329013 4251997.312061749, 15566291.867722042 4251997.312822782))"
256,2011_広範囲に液状化した地域,"POLYGON ((15566639.740396688 4251711.97430895, 15566639.742329013 4251997.312061749, 15566987.617013272 4251997.311300718, 15566987.615061622 4251711.973547938, 15566639.740396688 4251711.97430895))"
257,2011_広範囲に液状化した地域,"POLYGON ((15566639.742329013 4251997.312061749, 15566639.744262267 4252282.794243303, 15566987.61896586 4252282.793482252, 15566987.617013272 4251997.311300718, 15566639.742329013 4251997.312061749))"
258,2011_広範囲に液状化した地域,"POLYGON ((15569770.609347247 4251426.636765326, 15569770.611550093 4251711.967150671, 15570118.485925138 4251711.966365877, 15570118.483683646 4251426.63600433, 15569770.609347247 4251426.636765326))"
259,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570118.483683646 4251426.63600433, 15570118.485925138 4251711.966365877, 15570466.360300181 4251711.965581084, 15570466.358020045 4251426.635243334, 15570118.483683646 4251426.63600433))"
260,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570466.358020045 4251426.635243334, 15570466.360300181 4251711.965581084, 15570814.234675208 4251711.964796282, 15570814.232356424 4251426.634482327, 15570466.358020045 4251426.635243334))"
261,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570118.485925138 4251711.966365877, 15570118.488166632 4251997.304166025, 15570466.36258032 4251997.303357429, 15570466.360300181 4251711.965581084, 15570118.485925138 4251711.966365877))"
262,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570466.360300181 4251711.965581084, 15570466.36258032 4251997.303357429, 15570814.236993995 4251997.302548838, 15570814.234675208 4251711.964796282, 15570466.360300181 4251711.965581084))"
263,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570466.36258032 4251997.303357429, 15570466.364861554 4252282.785562545, 15570814.239313891 4252282.784730147, 15570814.236993995 4251997.302548838, 15570466.36258032 4251997.303357429))"
264,2011_広範囲に液状化した地域,"POLYGON ((15558290.757482821 4253424.404039987, 15558290.759028677 4253709.786352897, 15558638.633828906 4253709.785591747, 15558638.632283052 4253424.40330264, 15558290.757482821 4253424.404039987))"
265,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15559334.381883506 4253424.401827949, 15559334.383429358 4253709.784069451, 15559682.25822959 4253709.783308314, 15559682.256683733 4253424.401090606, 15559334.381883506 4253424.401827949))"
266,2011_広範囲に液状化した地域,"POLYGON ((15560030.131464625 4253424.400400831, 15560030.133029805 4253709.782642302, 15560378.007830026 4253709.781976291, 15560378.006245526 4253424.399711056, 15560030.131464625 4253424.400400831))"
267,2011_広範囲に液状化した地域,"POLYGON ((15561769.500382936 4252568.157534171, 15561769.502044732 4252853.5175636355, 15562117.376786971 4252853.516826325, 15562117.375105854 4252568.1567731, 15561769.500382936 4252568.157534171))"
268,2011_広範囲に液状化した地域,"POLYGON ((15562117.375105854 4252568.1567731, 15562117.376786971 4252853.516826325, 15562465.251529217 4252853.516089009, 15562465.249828776 4252568.156012027, 15562117.375105854 4252568.1567731))"
269,2011_広範囲に液状化した地域,"POLYGON ((15562117.376786971 4252853.516826325, 15562117.378468899 4253139.021321308, 15562465.253230473 4253139.020607762, 15562465.251529217 4252853.516089009, 15562117.376786971 4252853.516826325))"
270,2011_広範囲に液状化した地域,"POLYGON ((15561421.628945746 4253139.022748384, 15561421.630588215 4253424.3976417305, 15561769.505369116 4253424.396951954, 15561769.503707325 4253139.022034844, 15561421.628945746 4253139.022748384))"
271,2011_広範囲に液状化した地域,"POLYGON ((15561769.505369116 4253424.396951954, 15561769.507030912 4253709.779312245, 15562117.381831136 4253709.778646233, 15562117.380150016 4253424.396262175, 15561769.505369116 4253424.396951954))"
272,2011_広範囲に液状化した地域,"POLYGON ((15562465.249828776 4252568.156012027, 15562465.251529217 4252853.516089009, 15562813.12625213 4252853.515327918, 15562813.124551687 4252568.155250954, 15562465.249828776 4252568.156012027))"
273,2011_広範囲に液状化した地域,"POLYGON ((15562465.251529217 4252853.516089009, 15562465.253230473 4253139.020607762, 15562813.12795339 4253139.019846652, 15562813.12625213 4252853.515327918, 15562465.251529217 4252853.516089009))"
274,2011_広範囲に液状化した地域,"POLYGON ((15563160.99927461 4252568.154489882, 15563161.000975052 4252853.514566825, 15563508.875697974 4252853.513805732, 15563508.873997532 4252568.15372881, 15563160.99927461 4252568.154489882))"
275,2011_広範囲に液状化した地域,"POLYGON ((15562465.253230473 4253139.020607762, 15562465.254930912 4253424.395572392, 15562813.129653828 4253424.394811261, 15562813.12795339 4253139.019846652, 15562465.253230473 4253139.020607762))"
276,2011_広範囲に液状化した地域,"POLYGON ((15564204.62516314 4252853.512283546, 15564204.626883732 4253139.016802203, 15564552.501645304 4253139.016041092, 15564552.499905376 4252853.511522457, 15564204.62516314 4252853.512283546))"
277,2011_広範囲に液状化した地域,"POLYGON ((15564900.376406884 4253139.0152799785, 15564900.378165297 4253424.390244471, 15565248.252946187 4253424.389483348, 15565248.251168448 4253139.014518874, 15564900.376406884 4253139.0152799785))"
278,2011_広範囲に液状化した地域,"POLYGON ((15564552.503384395 4253424.391005603, 15564552.505123485 4253709.7734133005, 15564900.379923712 4253709.772652149, 15564900.378165297 4253424.390244471, 15564552.503384395 4253424.391005603))"
279,2011_広範囲に液状化した地域,"POLYGON ((15564900.378165297 4253424.390244471, 15564900.379923712 4253709.772652149, 15565248.254723925 4253709.771891007, 15565248.252946187 4253424.389483348, 15564900.378165297 4253424.390244471))"
280,2011_広範囲に液状化した地域,"POLYGON ((15565248.247612115 4252568.149923449, 15565248.249389855 4252853.5100002745, 15565596.124054793 4252853.509262963, 15565596.122257734 4252568.149162375, 15565248.247612115 4252568.149923449))"
281,2011_広範囲に液状化した地域,"POLYGON ((15565596.122257734 4252568.149162375, 15565596.124054793 4252853.509262963, 15565943.998719733 4252853.508525651, 15565943.996903352 4252568.148401303, 15565596.122257734 4252568.149162375))"
282,2011_広範囲に液状化した地域,"POLYGON ((15565248.249389855 4252853.5100002745, 15565248.251168448 4253139.014518874, 15565596.125852719 4253139.0138053335, 15565596.124054793 4252853.509262963, 15565248.249389855 4252853.5100002745))"
283,2011_広範囲に液状化した地域,"POLYGON ((15565596.124054793 4252853.509262963, 15565596.125852719 4253139.0138053335, 15565944.000536993 4253139.013091795, 15565943.998719733 4252853.508525651, 15565596.124054793 4252853.509262963))"
284,2011_広範囲に液状化した地域,"POLYGON ((15565943.996903352 4252568.148401303, 15565943.998719733 4252853.508525651, 15566291.873384675 4252853.507788338, 15566291.871548967 4252568.14764023, 15565943.996903352 4252568.148401303))"
285,2011_広範囲に液状化した地域,"POLYGON ((15565943.998719733 4252853.508525651, 15565944.000536993 4253139.013091795, 15566291.875221264 4253139.012378257, 15566291.873384675 4252853.507788338, 15565943.998719733 4252853.508525651))"
286,2011_広範囲に液状化した地域,"POLYGON ((15565248.251168448 4253139.014518874, 15565248.252946187 4253424.389483348, 15565596.127649782 4253424.38879357, 15565596.125852719 4253139.0138053335, 15565248.251168448 4253139.014518874))"
287,2011_広範囲に液状化した地域,"POLYGON ((15565248.252946187 4253424.389483348, 15565248.254723925 4253709.771891007, 15565596.129446844 4253709.771224996, 15565596.127649782 4253424.38879357, 15565248.252946187 4253424.389483348))"
288,2011_広範囲に液状化した地域,"POLYGON ((15566639.746194595 4252568.146879159, 15566639.748049624 4252853.507051024, 15566987.622791862 4252853.506289933, 15566987.620917508 4252568.146118087, 15566639.746194595 4252568.146879159))"
289,2011_広範囲に液状化した地域,"POLYGON ((15566987.620917508 4252568.146118087, 15566987.622791862 4252853.506289933, 15567335.497534104 4252853.50552884, 15567335.495640427 4252568.145357013, 15566987.620917508 4252568.146118087))"
290,2011_広範囲に液状化した地域,"POLYGON ((15566639.748049624 4252853.507051024, 15566639.749905545 4253139.011664712, 15566987.624667114 4253139.0109036, 15566987.622791862 4252853.506289933, 15566639.748049624 4252853.507051024))"
291,2011_広範囲に液状化した地域,"POLYGON ((15568379.119731871 4252568.143073798, 15568379.121683516 4252853.503245565, 15568726.996348444 4252853.5024844725, 15568726.994377475 4252568.142312725, 15568379.119731871 4252568.143073798))"
292,2011_広範囲に液状化した地域,"POLYGON ((15568031.247018574 4252853.504006656, 15568031.248951823 4253139.008620265, 15568379.123636097 4253139.007859154, 15568379.121683516 4252853.503245565, 15568031.247018574 4252853.504006656))"
293,2011_広範囲に液状化した地域,"POLYGON ((15568379.121683516 4252853.503245565, 15568379.123636097 4253139.007859154, 15568726.998320362 4253139.007098041, 15568726.996348444 4252853.5024844725, 15568379.121683516 4252853.503245565))"
294,2011_広範囲に液状化した地域,"POLYGON ((15569074.869023088 4252568.141551654, 15569074.87101338 4252853.501723379, 15569422.745678302 4252853.500962277, 15569422.743668681 4252568.140790568, 15569074.869023088 4252568.141551654))"
295,2011_広範囲に液状化した地域,"POLYGON ((15568726.996348444 4252853.5024844725, 15568726.998320362 4253139.007098041, 15569074.873004628 4253139.0063369265, 15569074.87101338 4252853.501723379, 15568726.996348444 4252853.5024844725))"
296,2011_広範囲に液状化した地域,"POLYGON ((15568031.248951823 4253139.008620265, 15568031.250884144 4253424.3836797085, 15568379.125587743 4253424.382918577, 15568379.123636097 4253139.007859154, 15568031.248951823 4253139.008620265))"
297,2011_広範囲に液状化した地域,"POLYGON ((15568379.123636097 4253139.007859154, 15568379.125587743 4253424.382918577, 15568727.000291327 4253424.382157445, 15568726.998320362 4253139.007098041, 15568379.123636097 4253139.007859154))"
298,2011_広範囲に液状化した地域,"POLYGON ((15568031.250884144 4253424.3836797085, 15568031.252816463 4253709.766182345, 15568379.127539385 4253709.765421193, 15568379.125587743 4253424.382918577, 15568031.250884144 4253424.3836797085))"
299,2011_広範囲に液状化した地域,"POLYGON ((15568379.125587743 4253424.382918577, 15568379.127539385 4253709.765421193, 15568727.002262296 4253709.764660042, 15568727.000291327 4253424.382157445, 15568379.125587743 4253424.382918577))"
300,2011_広範囲に液状化した地域,"POLYGON ((15568726.998320362 4253139.007098041, 15568727.000291327 4253424.382157445, 15569074.87499492 4253424.381396312, 15569074.873004628 4253139.0063369265, 15568726.998320362 4253139.007098041))"
301,2011_広範囲に液状化した地域,"POLYGON ((15568727.000291327 4253424.382157445, 15568727.002262296 4253709.764660042, 15569074.876985215 4253709.7638988895, 15569074.87499492 4253424.381396312, 15568727.000291327 4253424.382157445))"
302,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560030.133029805 4253709.782642302, 15560030.134673063 4253995.309409842, 15560378.009492613 4253995.308743819, 15560378.007830026 4253709.781976291, 15560030.133029805 4253709.782642302))"
303,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560030.134673063 4253995.309409842, 15560030.13631554 4254280.706614889, 15560378.011154417 4254280.705948846, 15560378.009492613 4253995.308743819, 15560030.134673063 4253995.309409842))"
304,2011_広範囲に液状化した地域,"POLYGON ((15560725.882630244 4253709.781310279, 15560725.884312162 4253995.308077794, 15561073.759131711 4253995.3074117685, 15561073.75743046 4253709.780644268, 15560725.882630244 4253709.781310279))"
305,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560378.009492613 4253995.308743819, 15560378.011154417 4254280.705948846, 15560725.88599329 4254280.705282804, 15560725.884312162 4253995.308077794, 15560378.009492613 4253995.308743819))"
306,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15559682.26147666 4254280.707280931, 15559682.263099814 4254566.111931476, 15560030.137958014 4254566.111265414, 15560030.13631554 4254280.706614889, 15559682.26147666 4254280.707280931))"
307,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560030.13631554 4254280.706614889, 15560030.137958014 4254566.111265414, 15560378.012816215 4254566.110599355, 15560378.011154417 4254280.705948846, 15560030.13631554 4254280.706614889))"
308,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560725.88599329 4254280.705282804, 15560725.887674414 4254566.109933294, 15561073.762532609 4254566.109267234, 15561073.76083216 4254280.704616761, 15560725.88599329 4254280.705282804))"
309,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15560725.887674414 4254566.109933294, 15560725.889356341 4254851.659051544, 15561073.764233861 4254851.658385466, 15561073.762532609 4254566.109267234, 15560725.887674414 4254566.109933294))"
310,2011_広範囲に液状化した地域,"POLYGON ((15561073.75743046 4253709.780644268, 15561073.759131711 4253995.3074117685, 15561421.633931942 4253995.306745741, 15561421.632230686 4253709.779978258, 15561073.75743046 4253709.780644268))"
311,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15561769.510432608 4254280.703284677, 15561769.512133054 4254566.107935114, 15562117.386933276 4254566.107269055, 15562117.385232834 4254280.702618635, 15561769.510432608 4254280.703284677))"
312,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15562117.385232834 4254280.702618635, 15562117.386933276 4254566.107269055, 15562465.261733495 4254566.106602993, 15562465.26003305 4254280.701952586, 15562117.385232834 4254280.702618635))"
313,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15561769.512133054 4254566.107935114, 15561769.513834305 4254851.657053322, 15562117.388634522 4254851.656387248, 15562117.386933276 4254566.107269055, 15561769.512133054 4254566.107935114))"
314,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15562117.386933276 4254566.107269055, 15562117.388634522 4254851.656387248, 15562465.26343474 4254851.655721174, 15562465.261733495 4254566.106602993, 15562117.386933276 4254566.107269055))"
315,2011_広範囲に液状化した地域,"POLYGON ((15563508.884201804 4254280.699811735, 15563508.88590225 4254566.104533437, 15563856.760625174 4254566.1038435865, 15563856.758924738 4254280.69909812, 15563508.884201804 4254280.699811735))"
316,2011_広範囲に液状化した地域,"POLYGON ((15563161.01117933 4254566.105223289, 15563161.01288058 4254851.654389019, 15563508.887603506 4254851.653722943, 15563508.88590225 4254566.104533437, 15563161.01117933 4254566.105223289))"
317,2011_広範囲に液状化した地域,"POLYGON ((15565596.129446844 4253709.771224996, 15565596.131167449 4253995.298158798, 15565944.005909696 4253995.2974689845, 15565944.004169764 4253709.770558983, 15565596.129446844 4253709.771224996))"
