,液状化履歴,geometry
405,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15567335.52030105 4256564.54997179, 15567335.521885555 4256850.014366833, 15567683.396743758 4256850.013676838, 15567683.39513993 4256564.549258028, 15567335.52030105 4256564.54997179))"
406,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15567335.521885555 4256850.014366833, 15567335.523470059 4257135.486214253, 15567683.398347588 4257135.485548034, 15567683.396743758 4256850.013676838, 15567335.521885555 4256850.014366833))"
407,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15564552.52506823 4257135.491543992, 15564552.5266535 4257421.107850879, 15564900.401395747 4257421.107184645, 15564900.399791155 4257135.4908777755, 15564552.52506823 4257135.491543992))"
408,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15566291.89891477 4257135.488212911, 15566291.900480695 4257421.104591106, 15566639.775261601 4257421.103948667, 15566639.773715006 4257135.487546694, 15566291.89891477 4257135.488212911))"
409,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15566639.773715006 4257135.487546694, 15566639.775261601 4257421.103948667, 15566987.650119798 4257421.103282432, 15566987.648592532 4257135.486880475, 15566639.773715006 4257135.487546694))"
410,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15566987.648592532 4257135.486880475, 15566987.650119798 4257421.103282432, 15567335.524978004 4257421.102616198, 15567335.523470059 4257135.486214253, 15566987.648592532 4257135.486880475))"
411,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15567335.523470059 4257135.486214253, 15567335.524978004 4257421.102616198, 15567683.399836205 4257421.101949966, 15567683.398347588 4257135.485548034, 15567335.523470059 4257135.486214253))"
412,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15561421.66199319 4258848.758217884, 15561421.663617117 4259134.419217104, 15561769.538340036 4259134.418717353, 15561769.536716113 4258848.757694342, 15561421.66199319 4258848.758217884))"
413,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15561769.536716113 4258848.757694342, 15561769.538340036 4259134.418717353, 15562117.413062956 4259134.418217605, 15562117.41143903 4258848.757170799, 15561769.536716113 4258848.757694342))"
414,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15562465.282915667 4258277.731029019, 15562465.28453881 4258563.240109648, 15562813.159242399 4258563.23953853, 15562813.15763858 4258277.730457919, 15562465.282915667 4258277.731029019))"
415,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15564552.535930118 4259134.414243375, 15564552.537437325 4259419.945748324, 15564900.412160248 4259419.945177163, 15564900.410672361 4259134.413648433, 15564552.535930118 4259134.414243375))"
416,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15564900.410672361 4259134.413648433, 15564900.412160248 4259419.945177163, 15565248.28688316 4259419.944605989, 15565248.285414597 4259134.413053486, 15564900.410672361 4259134.413648433))"
417,1923_激しい液状化が生じた地点確定可,"POLYGON ((15566987.654700108 4258277.723128767, 15566987.656149348 4258563.232232982, 15567335.53093025 4258563.231590474, 15567335.529500335 4258277.722462484, 15566987.654700108 4258277.723128767))"
418,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15566987.656149348 4258563.232232982, 15566987.657598583 4258848.7487941785, 15567335.532360164 4258848.748175448, 15567335.53093025 4258563.231590474, 15566987.656149348 4258563.232232982))"
419,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15567335.529500335 4258277.722462484, 15567335.53093025 4258563.231590474, 15567683.40571115 4258563.230947967, 15567683.404300561 4258277.721796202, 15567335.529500335 4258277.722462484))"
420,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15567683.404300561 4258277.721796202, 15567683.40571115 4258563.230947967, 15568031.280492041 4258563.2303054575, 15568031.279100776 4258277.721129919, 15567683.404300561 4258277.721796202))"
421,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15567335.53093025 4258563.231590474, 15567335.532360164 4258848.748175448, 15567683.407121738 4258848.747556717, 15567683.40571115 4258563.230947967, 15567335.53093025 4258563.231590474))"
422,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15567683.40571115 4258563.230947967, 15567683.407121738 4258848.747556717, 15568031.281883307 4258848.746937982, 15568031.280492041 4258563.2303054575, 15567683.40571115 4258563.230947967))"
423,1923_激しい液状化が生じた地点確定可,"POLYGON ((15567683.407121738 4258848.747556717, 15567683.408533005 4259134.40869849, 15568031.28327524 4259134.408103542, 15568031.281883307 4258848.746937982, 15567683.407121738 4258848.747556717))"
424,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15567335.533790765 4259134.409293433, 15567335.53522068 4259419.940798252, 15567683.409943594 4259419.94022709, 15567683.408533005 4259134.40869849, 15567335.533790765 4259134.409293433))"
425,1923_激しい液状化が生じた地点確定可,"POLYGON ((15567683.408533005 4259134.40869849, 15567683.409943594 4259419.94022709, 15568031.284666507 4259419.939655918, 15568031.28327524 4259134.408103542, 15567683.408533005 4259134.40869849))"
426,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15568031.281883307 4258848.746937982, 15568031.28327524 4259134.408103542, 15568379.157940183 4259134.407437207, 15568379.156567583 4258848.7462716615, 15568031.281883307 4258848.746937982))"
427,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15564552.537437325 4259419.945748324, 15564552.538944531 4259705.484664962, 15564900.41364813 4259705.484093783, 15564900.412160248 4259419.945177163, 15564552.537437325 4259419.945748324))"
428,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15564900.412160248 4259419.945177163, 15564900.41364813 4259705.484093783, 15565248.288351722 4259705.483522601, 15565248.28688316 4259419.944605989, 15564900.412160248 4259419.945177163))"
429,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15566291.912462516 4259705.481594865, 15566291.913873788 4259991.165128884, 15566639.78855805 4259991.164510098, 15566639.787166113 4259705.480952296, 15566291.912462516 4259705.481594865))"
430,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15566291.913873788 4259991.165128884, 15566291.915284382 4260276.719041278, 15566639.78994932 4260276.718446274, 15566639.78855805 4259991.164510098, 15566291.913873788 4259991.165128884))"
431,1923_激しい液状化が生じた地点確定可,"POLYGON ((15566987.660497759 4259419.941369415, 15566987.66185038 4259705.48038112, 15567335.536534656 4259705.479809944, 15567335.53522068 4259419.940798252, 15566987.660497759 4259419.941369415))"
432,1923_激しい液状化が生じた地点確定可,"POLYGON ((15566639.787166113 4259705.480952296, 15566639.78855805 4259991.164510098, 15566987.663203651 4259991.16393891, 15566987.66185038 4259705.48038112, 15566639.787166113 4259705.480952296))"
433,1923_激しい液状化が生じた地点確定可,"POLYGON ((15567335.53522068 4259419.940798252, 15567335.536534656 4259705.479809944, 15567683.411218926 4259705.479238767, 15567683.409943594 4259419.94022709, 15567335.53522068 4259419.940798252))"
434,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15566639.78855805 4259991.164510098, 15566639.78994932 4260276.718446274, 15566987.664556276 4260276.717875068, 15566987.663203651 4259991.16393891, 15566639.78855805 4259991.164510098))"
435,1923_激しい液状化が生じた地点確定可,"POLYGON ((15567683.413770199 4260276.716732654, 15567683.415045528 4260562.278130374, 15568031.289613841 4260562.277559143, 15568031.288377155 4260276.716161438, 15567683.413770199 4260276.716732654))"
436,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568031.28714047 4259991.162225322, 15568031.288377155 4260276.716161438, 15568379.162964795 4260276.715495032, 15568379.161747433 4259991.161558933, 15568031.28714047 4259991.162225322))"
437,1923_激しい液状化が生じた地点確定可,"POLYGON ((15568031.288377155 4260276.716161438, 15568031.289613841 4260562.277559143, 15568379.164182156 4260562.276892717, 15568379.162964795 4260276.715495032, 15568031.288377155 4260276.716161438))"
438,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563856.79417564 4260562.284413828, 15563856.79564492 4260847.990275609, 15564204.670271207 4260847.989704371, 15564204.668821258 4260562.283842605, 15563856.79417564 4260562.284413828))"
439,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563856.79564492 4260847.990275609, 15563856.79711348 4261133.566507354, 15564204.671720445 4261133.565936103, 15564204.670271207 4260847.989704371, 15563856.79564492 4260847.990275609))"
440,2011_広範囲に液状化した地域,"POLYGON ((15567683.415045528 4260562.278130374, 15567683.41636013 4260847.983992006, 15568031.290928435 4260847.983420761, 15568031.289613841 4260562.277559143, 15567683.415045528 4260562.278130374))"
441,2011_広範囲に液状化した地域,"POLYGON ((15567335.54179182 4260847.98456324, 15567335.543105803 4261133.56079484, 15567683.417674107 4261133.560223588, 15567683.41636013 4260847.983992006, 15567335.54179182 4260847.98456324))"
442,2011_広範囲に液状化した地域,"POLYGON ((15566987.66985147 4261419.145061591, 15566987.671166087 4261704.873329245, 15567335.545734387 4261704.872757963, 15567335.544419779 4261419.144490324, 15566987.66985147 4261419.145061591))"
443,2011_広範囲に液状化した地域,"POLYGON ((15567335.543105803 4261133.56079484, 15567335.544419779 4261419.144490324, 15567683.418988083 4261419.143919056, 15567683.417674107 4261133.560223588, 15567335.543105803 4261133.56079484))"
444,2011_広範囲に液状化した地域,"POLYGON ((15567335.544419779 4261419.144490324, 15567335.545734387 4261704.872757963, 15567683.420302685 4261704.872186682, 15567683.418988083 4261419.143919056, 15567335.544419779 4261419.144490324))"
445,2011_広範囲に液状化した地域,"POLYGON ((15565944.05163564 4262561.830591106, 15565944.053026905 4262847.451672374, 15566291.927595213 4262847.451196258, 15566291.926203948 4262561.830091199, 15565944.05163564 4262561.830591106))"
446,2011_広範囲に液状化した地域,"POLYGON ((15566291.926203948 4262561.830091199, 15566291.927595213 4262847.451196258, 15566639.802163504 4262847.450720128, 15566639.800772244 4262561.829591285, 15566291.926203948 4262561.830091199))"
447,2011_広範囲に液状化した地域,"POLYGON ((15564900.43363174 4263704.4984579515, 15564900.435042335 4263990.149445247, 15565248.309456047 4263990.148969067, 15565248.308064776 4263704.497957983, 15564900.43363174 4263704.4984579515))"
448,2011_広範囲に液状化した地域,"POLYGON ((15565248.3066735 4263418.854417704, 15565248.308064776 4263704.497957983, 15565596.182575107 4263704.497410405, 15565596.181203155 4263418.853893943, 15565248.3066735 4263418.854417704))"
449,2011_広範囲に液状化した地域,"POLYGON ((15565248.308064776 4263704.497957983, 15565248.309456047 4263990.148969067, 15565596.183947055 4263990.148397668, 15565596.182575107 4263704.497410405, 15565248.308064776 4263704.497957983))"
450,2011_広範囲に液状化した地域,"POLYGON ((15566639.802163504 4262847.450720128, 15566639.803477492 4263133.079222262, 15566987.677891186 4263133.078650908, 15566987.676577205 4262847.450148787, 15566639.802163504 4262847.450720128))"
451,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568727.052317698 4263704.492339352, 15568727.05359303 4263990.143255071, 15569074.927852126 4263990.142683669, 15569074.926596118 4263704.491767964, 15568727.052317698 4263704.492339352))"
452,1923_軽度の液状化が生じた地域をおおよそ確定可,"POLYGON ((15570466.423245912 4263704.489768125, 15570466.424424626 4263990.140683776, 15570814.29852908 4263990.140207608, 15570814.297369687 4263704.48929197, 15570466.423245912 4263704.489768125))"
453,1923_激しい液状化が生じた地点確定可,"POLYGON ((15563856.815975718 4264847.285600928, 15563856.817367664 4265133.103561842, 15564204.691781353 4265133.103085624, 15564204.690389419 4264847.285124725, 15563856.815975718 4264847.285600928))"
454,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568379.179333938 4263990.1438264735, 15568379.180648543 4264275.939353533, 15568727.05490763 4264275.938782119, 15568727.05359303 4263990.143255071, 15568379.179333938 4263990.1438264735))"
455,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568379.180648543 4264275.939353533, 15568379.181962518 4264561.60521676, 15568727.056221608 4264561.604645328, 15568727.05490763 4264275.938782119, 15568379.180648543 4264275.939353533))"
456,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568727.05359303 4263990.143255071, 15568727.05490763 4264275.938782119, 15569074.929166725 4264275.9382107025, 15569074.927852126 4263990.142683669, 15568727.05359303 4263990.143255071))"
457,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569074.9304807 4264561.604073898, 15569074.931794679 4264847.277410195, 15569422.806053746 4264847.276838761, 15569422.80473977 4264561.603502476, 15569074.9304807 4264561.604073898))"
458,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569074.931794679 4264847.277410195, 15569074.933109285 4265133.095370893, 15569422.807368351 4265133.094799444, 15569422.806053746 4264847.276838761, 15569074.931794679 4264847.277410195))"
459,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569422.803425794 4264275.937639297, 15569422.80473977 4264561.603502476, 15569770.678805595 4264561.603026285, 15569770.67751094 4264275.937163117, 15569422.803425794 4264275.937639297))"
460,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569422.80473977 4264561.603502476, 15569422.806053746 4264847.276838761, 15569770.680100251 4264847.276362554, 15569770.678805595 4264561.603026285, 15569422.80473977 4264561.603502476))"
461,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569770.678805595 4264561.603026285, 15569770.680100251 4264847.276362554, 15570118.55414675 4264847.275886349, 15570118.552871417 4264561.602550092, 15569770.678805595 4264561.603026285))"
462,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569422.806053746 4264847.276838761, 15569422.807368351 4265133.094799444, 15569770.681395527 4265133.094323222, 15569770.680100251 4264847.276362554, 15569422.806053746 4264847.276838761))"
463,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569770.680100251 4264847.276362554, 15569770.681395527 4265133.094323222, 15570118.555422705 4265133.093846999, 15570118.55414675 4264847.275886349, 15569770.680100251 4264847.276362554))"
464,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15562117.44545376 4265133.105466719, 15562117.446922326 4265418.793755386, 15562465.321181428 4265418.7933744, 15562465.319712866 4265133.1050857445, 15562117.44545376 4265133.105466719))"
465,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15562465.319712866 4265133.1050857445, 15562465.321181428 4265418.7933744, 15562813.195575798 4265418.792993415, 15562813.19412656 4265133.104704772, 15562465.319712866 4265133.1050857445))"
466,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563508.945775142 4265704.487995487, 15563508.947186409 4265990.328396999, 15563856.821542127 4265990.328015984, 15563856.820150195 4265704.487614482, 15563508.945775142 4265704.487995487))"
467,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563508.947186409 4265990.328396999, 15563508.948596997 4266276.039117751, 15563856.822933393 4266276.038736728, 15563856.821542127 4265990.328015984, 15563508.947186409 4265990.328396999))"
468,1923_激しい液状化が生じた地点確定可,"POLYGON ((15564204.691781353 4265133.103085624, 15564204.693153298 4265418.791374227, 15564552.567547666 4265418.790897998, 15564552.566195047 4265133.102609405, 15564204.691781353 4265133.103085624))"
469,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563856.818758927 4265418.791850455, 15563856.820150195 4265704.487614482, 15564204.69452524 4265704.487138239, 15564204.693153298 4265418.791374227, 15563856.818758927 4265418.791850455))"
470,1923_激しい液状化が生じた地点確定可,"POLYGON ((15564204.693153298 4265418.791374227, 15564204.69452524 4265704.487138239, 15564552.568900285 4265704.486661998, 15564552.567547666 4265418.790897998, 15564204.693153298 4265418.791374227))"
471,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563856.820150195 4265704.487614482, 15563856.821542127 4265990.328015984, 15564204.69589784 4265990.327539729, 15564204.69452524 4265704.487138239, 15563856.820150195 4265704.487614482))"
472,2011_広範囲に液状化した地域,"POLYGON ((15564204.69452524 4265704.487138239, 15564204.69589784 4265990.327539729, 15564552.570253558 4265990.327063474, 15564552.568900285 4265704.486661998, 15564204.69452524 4265704.487138239))"
473,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15563856.821542127 4265990.328015984, 15563856.822933393 4266276.038736728, 15564204.697269786 4266276.038260459, 15564204.69589784 4265990.327539729, 15563856.821542127 4265990.328015984))"
474,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568727.058850192 4265133.095942355, 15568727.060164168 4265418.78423077, 15569074.934423264 4265418.783659294, 15569074.933109285 4265133.095370893, 15568727.058850192 4265133.095942355))"
475,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569074.933109285 4265133.095370893, 15569074.934423264 4265418.783659294, 15569422.808682328 4265418.783087827, 15569422.807368351 4265133.094799444, 15569074.933109285 4265133.095370893))"
476,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15568727.060164168 4265418.78423077, 15568727.061478151 4265704.479994596, 15569074.93573724 4265704.479423105, 15569074.934423264 4265418.783659294, 15568727.060164168 4265418.78423077))"
477,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569074.934423264 4265418.783659294, 15569074.93573724 4265704.479423105, 15569422.809996307 4265704.478851621, 15569422.808682328 4265418.783087827, 15569074.934423264 4265418.783659294))"
478,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569074.93573724 4265704.479423105, 15569074.937051851 4265990.319824393, 15569422.811310915 4265990.31925289, 15569422.809996307 4265704.478851621, 15569074.93573724 4265704.479423105))"
479,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569422.807368351 4265133.094799444, 15569422.808682328 4265418.783087827, 15569770.682709504 4265418.782587785, 15569770.681395527 4265133.094323222, 15569422.807368351 4265133.094799444))"
480,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15569422.808682328 4265418.783087827, 15569422.809996307 4265704.478851621, 15569770.684023483 4265704.478327759, 15569770.682709504 4265418.782587785, 15569422.808682328 4265418.783087827))"
481,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570814.258949399 4254851.638212876, 15570814.260727135 4255137.058045077, 15571162.135566013 4255137.057283826, 15571162.13374963 4254851.637451646, 15570814.258949399 4254851.638212876))"
482,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15571162.13374963 4254851.637451646, 15571162.135566013 4255137.057283826, 15571510.010404887 4255137.056522575, 15571510.008549854 4254851.636690416, 15571162.13374963 4254851.637451646))"
483,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570814.260727135 4255137.058045077, 15570814.26250487 4255422.485325065, 15571162.137382396 4255422.484563795, 15571162.135566013 4255137.057283826, 15570814.260727135 4255137.058045077))"
484,1923_激しい液状化が生じた地点確定可,"POLYGON ((15571162.135566013 4255137.057283826, 15571162.137382396 4255422.484563795, 15571510.012259917 4255422.483802524, 15571510.010404887 4255137.056522575, 15571162.135566013 4255137.057283826))"
485,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15571510.008549854 4254851.636690416, 15571510.010404887 4255137.056522575, 15571857.885243762 4255137.055761324, 15571857.883350082 4254851.635929183, 15571510.008549854 4254851.636690416))"
486,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15571510.010404887 4255137.056522575, 15571510.012259917 4255422.483802524, 15571857.887137443 4255422.483041252, 15571857.885243762 4255137.055761324, 15571510.010404887 4255137.056522575))"
487,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570814.26250487 4255422.485325065, 15570814.264283458 4255708.057085999, 15571162.139199654 4255708.056324706, 15571162.137382396 4255422.484563795, 15570814.26250487 4255422.485325065))"
488,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15570814.264283458 4255708.057085999, 15570814.266061192 4255993.49926744, 15571162.141016034 4255993.4985061325, 15571162.139199654 4255708.056324706, 15570814.264283458 4255708.057085999))"
489,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15570814.266061192 4255993.49926744, 15570814.26752975 4256278.948803832, 15571162.142445948 4256278.94806629, 15571162.141016034 4255993.4985061325, 15570814.266061192 4255993.49926744))"
490,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15571162.141016034 4255993.4985061325, 15571162.142445948 4256278.94806629, 15571510.017362142 4256278.947328747, 15571510.015970873 4255993.49774482, 15571162.141016034 4255993.4985061325))"
491,1923_軽度の液状化が生じた地点確定可,"POLYGON ((15571162.142445948 4256278.94806629, 15571162.143876545 4256564.542120376, 15571510.018754074 4256564.541406615, 15571510.017362142 4256278.947328747, 15571162.142445948 4256278.94806629))"
492,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15573945.139881305 4257135.472985077, 15573945.140499948 4257421.089648494, 15574293.012903724 4257421.089148814, 15574293.012207726 4257135.472509204, 15573945.139881305 4257135.472985077))"
493,1923_激しい液状化が生じた地域をおおよそ確定可,"POLYGON ((15573945.140499948 4257421.089648494, 15573945.141118297 4257706.5767154945, 15574293.01359936 4257706.576192012, 15574293.012903724 4257421.089148814, 15573945.140499948 4257421.089648494))"
494,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574293.012903724 4257421.089148814, 15574293.01359936 4257706.576192012, 15574640.886080429 4257706.575668528, 15574640.885307498 4257421.088649135, 15574293.012903724 4257421.089148814))"
495,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15573945.141118297 4257706.5767154945, 15573945.141736647 4257992.0712371925, 15574293.014295006 4257992.070689906, 15574293.01359936 4257706.576192012, 15573945.141118297 4257706.5767154945))"
496,1923_激しい液状化が生じた地点確定可,"POLYGON ((15574293.01359936 4257706.576192012, 15574293.014295006 4257992.070689906, 15574640.886853362 4257992.0701426165, 15574640.886080429 4257706.575668528, 15574293.01359936 4257706.576192012))"
497,1923_激しい液状化が生じた地点確定可,"POLYGON ((15574293.014295006 4257992.070689906, 15574293.014990982 4258277.70970792, 15574640.887626661 4258277.709136821, 15574640.886853362 4257992.0701426165, 15574293.014295006 4257992.070689906))"
498,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574640.886853362 4257992.0701426165, 15574640.887626661 4258277.709136821, 15574988.760262262 4258277.708565734, 15574988.759411642 4257992.069595331, 15574640.886853362 4257992.0701426165))"
499,1923_激しい液状化が生じた地点確定可,"POLYGON ((15574293.014990982 4258277.70970792, 15574293.015686624 4258563.219121094, 15574640.888360951 4258563.218573771, 15574640.887626661 4258277.709136821, 15574293.014990982 4258277.70970792))"
500,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574640.887626661 4258277.709136821, 15574640.888360951 4258563.218573771, 15574988.761035204 4258563.218026459, 15574988.760262262 4258277.708565734, 15574640.887626661 4258277.709136821))"
501,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574640.888360951 4258563.218573771, 15574640.889095241 4258848.735467719, 15574988.761808138 4258848.734944183, 15574988.761035204 4258563.218026459, 15574640.888360951 4258563.218573771))"
502,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.760262262 4258277.708565734, 15574988.761035204 4258563.218026459, 15575336.633033114 4258563.217550528, 15575336.632202202 4258277.708089815, 15574988.760262262 4258277.708565734))"
503,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.761035204 4258563.218026459, 15574988.761808138 4258848.734944183, 15575336.633864025 4258848.734468238, 15575336.633033114 4258563.217550528, 15574988.761035204 4258563.218026459))"
504,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.761808138 4258848.734944183, 15574988.762581455 4259134.396395093, 15575336.634695332 4259134.395919137, 15575336.633864025 4258848.734468238, 15574988.761808138 4258848.734944183))"
505,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15575336.633864025 4258848.734468238, 15575336.634695332 4259134.395919137, 15575684.50680921 4259134.395443184, 15575684.505919904 4258848.733992294, 15575336.633864025 4258848.734468238))"
506,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.762581455 4259134.396395093, 15574988.763354396 4259419.9282327, 15575336.635526244 4259419.927756732, 15575336.634695332 4259134.395919137, 15574988.762581455 4259134.396395093))"
507,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15575336.634695332 4259134.395919137, 15575336.635526244 4259419.927756732, 15575684.507698087 4259419.927280761, 15575684.50680921 4259134.395443184, 15575336.634695332 4259134.395919137))"
508,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15575336.635526244 4259419.927756732, 15575336.63641511 4259705.466982239, 15575684.508625602 4259705.466530056, 15575684.507698087 4259419.927280761, 15575336.635526244 4259419.927756732))"
509,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.765055247 4259991.151182339, 15574988.765905466 4260276.70530854, 15575336.638193274 4260276.704903932, 15575336.637304405 4259991.150753949, 15574988.765055247 4259991.151182339))"
510,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.765905466 4260276.70530854, 15574988.766755689 4260562.266896338, 15575336.63908214 4260562.2665155195, 15575336.638193274 4260276.704903932, 15574988.765905466 4260276.70530854))"
511,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574640.893888157 4260562.267372346, 15574640.894874094 4260847.973495589, 15574988.767760962 4260847.973043375, 15574988.766755689 4260562.266896338, 15574640.893888157 4260562.267372346))"
512,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574640.894874094 4260847.973495589, 15574640.895859584 4261133.5499886805, 15574988.768765774 4261133.549560253, 15574988.767760962 4260847.973043375, 15574640.894874094 4260847.973495589))"
513,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15573945.150993925 4261419.134754975, 15573945.15194123 4261704.863236632, 15574293.024886139 4261704.862855779, 15574293.0239195 4261419.134350325, 15573945.150993925 4261419.134754975))"
514,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15574988.766755689 4260562.266896338, 15574988.767760962 4260847.973043375, 15575336.640126077 4260847.972686353, 15575336.63908214 4260562.2665155195, 15574988.766755689 4260562.266896338))"
515,1923_軽度の液状化が生じた地域をおおよそ確定可,"POLYGON ((15571162.165598806 4262276.071816906, 15571162.166681428 4262561.822616357, 15571510.040553993 4262561.8221164495, 15571510.039471373 4262276.071293199, 15571162.165598806 4262276.071816906))"
516,1923_軽度の液状化が生じた地域をおおよそ確定可,"POLYGON ((15571162.166681428 4262561.822616357, 15571162.16776353 4262847.443768823, 15571510.041636094 4262847.443292706, 15571510.040553993 4262561.8221164495, 15571162.166681428 4262561.822616357))"
517,1923_軽度の液状化が生じた地域をおおよそ確定可,"POLYGON ((15571510.040553993 4262561.8221164495, 15571510.041636094 4262847.443292706, 15571857.915508656 4262847.442816587, 15571857.914426556 4262561.821616543, 15571510.040553993 4262561.8221164495))"
518,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15573249.40653448 4261990.462746251, 15573249.407558613 4262276.068960358, 15573597.281005949 4262276.06853189, 15573597.280001137 4261990.46234159, 15573249.40653448 4261990.462746251))"
519,1923_激しい液状化が生じた地点確定可,"POLYGON ((15573597.278996326 4261704.863617482, 15573597.280001137 4261990.46234159, 15573945.152965367 4261990.461984528, 15573945.15194123 4261704.863236632, 15573597.278996326 4261704.863617482))"
520,1923_激しい液状化が生じた地点確定可,"POLYGON ((15573945.15194123 4261704.863236632, 15573945.152965367 4261990.461984528, 15574293.025929596 4261990.461627467, 15574293.024886139 4261704.862855779, 15573945.15194123 4261704.863236632))"
521,1923_激しい液状化が生じた地点不確定、地域確定可,"POLYGON ((15573597.280001137 4261990.46234159, 15573597.281005949 4262276.06853189, 15573945.1539895 4262276.06819862, 15573945.152965367 4261990.461984528, 15573597.280001137 4261990.46234159))"
